Region,Gini Index
Cook County,0.4179844796883305
Pope County,0.42554997078030143
New York County,0.41800092296344404
Hamilton County,0.386667226193798
Los Angeles County,0.40901194851932554
Alpine County,0.3719181222572142
Philadelphia County,0.4558738038586355
Forest County,0.4048861121029198
Wayne County,0.4542659739300893
Baraga County,0.4166364317291338
King County,0.38310389445232684
Garfield County,0.3570038768882591
